,AAPL,AMZN,ATT,AUD,EUR,FBNDX,GE,GOLD,INTC,LEHM,SILVER,SPY
2013-09-05,17.688213,14.705,25.181269,0.9122,1.312,7.57,178.153839,1367.48,22.6,1046.44494,23.186,165.960007
2013-09-06,17.793571,14.793,25.234138,0.9185,1.3178,7.59,178.153839,1391.8,22.67,1048.763996,23.8575,166.039993
2013-09-09,18.077499,14.9855,25.400303,0.9228,1.3255,7.6,179.92308,1386.97,22.91,1051.755047,23.712,167.630005
2013-09-10,17.665714,15.018,25.657101,0.9312,1.3268,7.59,183.615387,1363.88,22.98,1048.686156,22.9765,168.869995
2013-09-11,16.70393,14.982,25.657101,0.9329,1.3311,7.6,185.307693,1365.31,22.809999,1050.732499,23.1995,169.399994
2013-09-12,16.881786,14.943,25.966766,0.9272,1.3299,7.61,183.461533,1321.73,22.629999,1051.120873,21.7975,168.949997
2013-09-13,16.603571,14.896,25.92145,0.9245,1.3294,7.62,182.92308,1326.17,23.440001,1051.373479,22.221,169.330002
2013-09-16,16.075714,14.803,26.110271,0.9318,1.3334,7.63,185.692307,1312.79,23.389999,1053.200345,21.8165,170.309998
2013-09-17,16.261429,15.2085,26.246223,0.9356,1.3359,7.64,188.07692,1310.6,23.74,1054.148227,21.75,171.070007
2013-09-18,16.595715,15.6015,26.397282,0.952,1.3521,7.68,191.230774,1363.77,23.9,1061.83356,22.954,173.050003
2013-09-19,16.867857,15.603,26.29154,0.9438,1.353,7.68,188.153839,1366.25,23.91,1060.339817,23.0713,172.759995
2013-09-20,16.693214,15.817,25.913897,0.9394,1.3524,7.69,184.692307,1325.85,23.77,1060.89728,21.7828,170.720001
2013-09-23,17.522858,15.5745,25.845921,0.9431,1.3493,7.7,186.769226,1322.72,23.620001,1061.925948,21.659,169.929993
2013-09-24,17.467857,15.7065,25.747734,0.9391,1.3474,7.71,187.07692,1323.26,23.700001,1065.004532,21.705,169.529999
2013-09-25,17.1975,15.6325,25.717524,0.9368,1.3526,7.72,186.384613,1334.36,23.700001,1066.597787,21.8,169.039993
2013-09-26,17.365,15.906,25.853474,0.9363,1.3489,7.71,186.538467,1324.08,23.41,1064.945295,21.7318,169.690002
2013-09-27,17.241072,15.8005,25.664654,0.9317,1.3522,7.72,185.0,1336.88,22.98,1065.843169,21.7902,168.910004
2013-09-30,17.026787,15.632,25.543806,0.9317,1.3527,7.71,183.769226,1329.03,22.92,1065.474821,21.6998,168.009995
2013-10-01,17.427143,16.047501,25.725077,0.9398,1.3526,7.71,185.92308,1287.54,22.83,1064.22346,21.1798,169.339996
2013-10-02,17.484285,16.025499,25.634441,0.9385,1.3579,7.72,187.153839,1316.03,22.889999,1065.156311,21.724,169.179993
2013-10-03,17.264643,15.738,25.407854,0.9394,1.3619,7.72,185.384613,1316.86,22.6,1065.947621,21.6638,167.619995
2013-10-04,17.251072,15.952,25.490936,0.9435,1.3558,7.71,185.0,1311.09,22.809999,1064.267069,21.735,168.889999
2013-10-07,17.419643,15.5015,25.679758,0.9429,1.3581,7.72,184.153839,1323.1,22.83,1064.852301,22.3715,167.429993
2013-10-08,17.17643,15.1615,25.007553,0.9424,1.3573,7.71,182.07692,1319.29,22.48,1064.390146,22.3055,165.479996
2013-10-09,17.378214,14.9115,25.490936,0.9445,1.3524,7.7,181.307693,1305.59,22.59,1063.857513,21.8678,165.600006
2013-10-10,17.487143,15.2585,25.793051,0.9452,1.352,7.71,186.538467,1287.6,23.1,1063.225024,21.6887,169.169998
2013-10-11,17.600357,15.5445,25.830816,0.9468,1.3544,7.71,187.692307,1272.2,23.26,1063.680613,21.3375,170.259995
2013-10-15,17.809999,15.32,25.460726,0.9526,1.3524,7.7,186.07692,1282.35,23.389999,1062.21923,21.363,169.699997
2013-10-16,17.896786,15.5245,25.830816,0.9551,1.3534,7.73,187.384613,1282.51,23.700001,1064.926443,21.405,172.070007
2013-10-17,18.017857,15.5385,26.012085,0.9636,1.3675,7.75,189.846161,1320.32,23.92,1069.014239,21.8755,173.220001
2013-10-18,18.174643,16.446501,26.140484,0.9677,1.3687,7.76,196.538467,1316.25,23.879999,1068.963218,21.9285,174.389999
2013-10-21,18.620001,16.322001,26.601208,0.9653,1.3681,7.75,201.07692,1316.02,24.139999,1067.960197,22.225,174.399994
2013-10-22,18.566786,16.627001,26.608761,0.9708,1.3781,7.77,200.153839,1340.11,24.07,1072.057521,22.7015,175.410004
2013-10-23,18.748571,16.337999,26.646526,0.9623,1.3776,7.78,197.692307,1333.47,23.74,1073.0635,22.5498,174.570007
2013-10-24,18.996786,16.6105,26.155588,0.9623,1.3801,7.77,199.538467,1346.75,23.780001,1071.461111,22.704,175.149994
2013-10-25,18.784286,18.1695,26.57855,0.9584,1.3802,7.77,199.07692,1350.62,24.24,1072.261286,22.5435,175.949997
2013-10-28,18.924286,17.908001,26.865559,0.9572,1.3785,7.77,200.692307,1352.63,24.360001,1072.045296,22.5043,176.229996
2013-10-29,18.452856,18.135,27.39426,0.9479,1.3745,7.78,201.615387,1345.05,24.52,1071.935033,22.5305,177.169998
2013-10-30,18.746429,18.054001,27.386707,0.9484,1.3736,7.77,202.846161,1344.55,24.5,1071.267063,22.7585,176.289993
2013-10-31,18.667856,18.2015,27.341391,0.9456,1.3584,7.77,201.07692,1323.06,24.469999,1070.757748,21.9137,175.789993
2013-11-01,18.5725,17.950001,27.371601,0.9438,1.3487,7.75,204.153839,1316.18,24.33,1067.554666,21.8825,176.210007
2013-11-04,18.8125,17.937,27.53021,0.951,1.3514,7.75,203.307693,1314.64,24.26,1068.454346,21.6575,176.830002
2013-11-05,18.766071,17.9445,26.835346,0.9507,1.3474,7.73,203.230774,1311.68,24.030001,1065.358063,21.707,176.270004
2013-11-06,18.604286,17.809,27.05438,0.9527,1.3513,7.74,206.92308,1317.89,24.25,1066.216691,21.8187,177.169998
2013-11-07,18.303213,17.177999,26.518127,0.9455,1.3419,7.75,204.615387,1307.63,24.059999,1067.473924,21.6665,174.929993
2013-11-08,18.591429,17.515499,26.563444,0.9385,1.3367,7.7,208.07692,1288.5,24.09,1061.294092,21.51,177.289993
2013-11-12,18.571787,17.4765,26.563444,0.9302,1.3436,7.7,208.07692,1268.04,24.43,1060.37019,20.737,176.960007
2013-11-13,18.593929,17.811001,26.487915,0.936,1.3487,7.71,208.846161,1281.75,24.6,1062.389874,20.6228,178.380005
2013-11-14,18.862858,18.370001,26.555891,0.9316,1.3461,7.73,207.615387,1287.18,24.389999,1064.83106,20.7868,179.270004
2013-11-15,18.749643,18.4585,26.759819,0.9368,1.3496,7.73,209.230774,1290.18,24.52,1065.161364,20.805,180.050003
2013-11-18,18.522499,18.309,26.888218,0.9377,1.3506,7.75,209.384613,1275.44,24.6,1067.226339,20.4185,179.419998
2013-11-19,18.555357,18.247,26.978851,0.9434,1.3538,7.74,207.92308,1275.72,24.700001,1065.329397,20.3775,179.029999
2013-11-20,18.392857,18.1285,26.73716,0.9334,1.3439,7.72,207.384613,1244.33,24.559999,1062.372471,19.8753,178.470001
2013-11-21,18.612143,18.445999,26.661631,0.9234,1.3482,7.72,207.0,1242.91,25.23,1062.784868,19.9668,179.910004
2013-11-22,18.564285,18.615499,26.752266,0.9183,1.3558,7.73,208.307693,1243.8,23.870001,1063.788729,19.8717,180.809998
2013-11-25,18.705,18.832001,26.714502,0.9161,1.3517,7.73,205.615387,1251.38,23.75,1064.089491,20.2421,180.630005
2013-11-26,19.049999,19.068501,26.646526,0.9127,1.3572,7.74,206.0,1242.85,23.65,1065.719412,19.8661,180.679993
2013-11-27,19.498571,19.335501,26.744713,0.9079,1.3579,7.73,206.384613,1237.9,23.9,1063.96468,19.659,181.119995
2013-11-29,19.859644,19.681,26.593657,0.9108,1.3591,7.73,205.07692,1253.35,23.84,1063.890561,19.9967,181.0
2013-12-02,19.686787,19.615,26.283989,0.9106,1.3542,7.71,205.07692,1219.83,23.700001,1061.059531,19.1612,180.529999
2013-12-03,20.225714,19.233,26.23867,0.9137,1.3588,7.72,204.307693,1223.42,23.549999,1061.764182,19.1287,179.75
2013-12-04,20.178572,19.298,26.132931,0.9029,1.3593,7.7,204.92308,1243.79,23.74,1058.495334,19.6875,179.729996
2013-12-05,20.282143,19.224501,25.86858,0.9063,1.3667,7.69,203.461533,1225.23,24.26,1057.778353,19.4008,178.940002
2013-12-06,20.000713,19.3475,26.080059,0.9102,1.3706,7.7,207.230774,1229.1,24.82,1057.792804,19.5098,180.940002
2013-12-09,20.229643,19.244499,26.200907,0.9112,1.3739,7.71,209.153839,1240.35,24.93,1059.123296,19.8616,181.399994
2013-12-10,20.198214,19.389,25.981873,0.9151,1.3761,7.72,208.769226,1262.19,24.82,1061.98566,20.4056,180.75
2013-12-11,20.048571,19.109501,25.641994,0.9048,1.3786,7.71,204.461533,1252.32,24.42,1059.566875,20.296,178.720001
2013-12-12,20.019285,19.0625,25.596678,0.8937,1.3753,7.7,204.153839,1225.49,24.469999,1057.89713,19.5051,178.130005
2013-12-13,19.801071,19.212,25.566465,0.8964,1.3742,7.7,206.461533,1238.69,24.290001,1058.531111,19.7,178.110001
2013-12-16,19.910713,19.4485,25.793051,0.8948,1.3761,7.71,207.538467,1241.32,24.450001,1058.393346,19.9905,179.220001
2013-12-17,19.821072,19.3825,25.566465,0.8899,1.3768,7.72,207.92308,1230.89,24.66,1060.230948,19.9052,178.649994
2013-12-18,19.670357,19.798,25.966766,0.8861,1.3685,7.71,210.846161,1218.53,25.15,1058.591184,19.7343,181.699997
2013-12-19,19.445,19.759501,26.019636,0.8867,1.3661,7.7,210.153839,1188.68,25.139999,1057.057029,19.2603,181.490005
2013-12-20,19.607857,20.110001,25.906343,0.8923,1.3673,7.71,210.461533,1203.24,25.059999,1058.888136,19.41,181.559998
2013-12-23,20.360357,20.146,26.200907,0.8934,1.3696,7.7,210.769226,1198.86,25.32,1057.652217,19.4651,182.529999
2013-12-24,20.27393,19.959999,26.397282,0.8919,1.368,7.68,212.384613,1204.35,25.43,1054.722996,19.4947,182.929993
2013-12-26,20.139286,20.2195,26.555891,0.8896,1.3691,7.68,214.07692,1210.64,25.700001,1054.398899,19.7727,183.860001
2013-12-27,20.003214,19.903999,26.570997,0.887,1.3749,7.68,214.07692,1213.27,25.6,1054.086551,20.0775,183.850006
2013-12-30,19.804285,19.668501,26.586103,0.8904,1.3801,7.69,214.538467,1196.57,25.85,1055.980894,19.5751,183.820007
2013-12-31,20.036428,19.939501,26.555891,0.8917,1.3743,7.68,215.615387,1201.64,25.959999,1054.746152,19.4717,184.690002
2014-01-02,19.754642,19.8985,26.397282,0.8911,1.3672,7.69,211.538467,1224.6,25.790001,1055.402597,20.019,182.919998
2014-01-03,19.320715,19.822001,26.283989,0.8945,1.3589,7.69,211.384613,1236.97,25.780001,1054.985165,20.1556,182.889999
2014-01-06,19.426071,19.681499,26.404835,0.8967,1.3629,7.7,209.692307,1238.06,25.459999,1056.726535,20.1847,182.360001
2014-01-07,19.287144,19.901501,26.397282,0.8927,1.3616,7.71,209.92308,1232.08,25.59,1057.837373,19.8763,183.479996
2014-01-08,19.409286,20.096001,25.861027,0.8901,1.3576,7.68,209.307693,1225.99,25.43,1054.771671,19.5385,183.520004
2014-01-09,19.161428,20.050501,25.332327,0.89,1.3608,7.69,209.384613,1227.98,25.309999,1055.864934,19.584,183.639999
2014-01-10,19.033571,19.882999,25.39275,0.8995,1.367,7.73,207.384613,1248.5,25.530001,1061.261175,20.154,184.139999
2014-01-13,19.133215,19.549,25.151056,0.9054,1.3671,7.74,205.615387,1253.31,25.5,1063.122759,20.4002,181.690002
2014-01-14,19.513929,19.877001,25.287008,0.8967,1.3679,7.72,207.461533,1245.19,26.51,1060.314451,20.248,183.669998
2014-01-15,19.905714,19.793501,25.521149,0.8916,1.3605,7.72,210.307693,1241.88,26.67,1059.552744,20.1929,184.660004
2014-01-16,19.794643,19.790001,25.649548,0.8821,1.362,7.73,209.230774,1242.39,26.540001,1061.349612,20.1037,184.419998
2014-01-17,19.309643,19.980499,25.453173,0.8781,1.3541,7.74,204.461533,1254.05,25.85,1062.091278,20.3075,183.639999
2014-01-21,19.609644,20.352501,25.354984,0.8806,1.3561,7.74,202.230774,1241.41,25.59,1062.407408,19.8903,184.179993
2014-01-22,19.696787,20.226999,25.181269,0.8852,1.3547,7.72,199.92308,1237.15,25.309999,1060.195256,19.7972,184.300003
2014-01-23,19.863571,19.9935,25.528702,0.8768,1.3696,7.75,198.615387,1264.13,25.129999,1063.773219,20.0415,182.789993
2014-01-24,19.502501,19.379999,25.241692,0.8683,1.3678,7.75,191.92308,1270.06,24.809999,1064.875105,19.9492,178.889999
2014-01-27,19.660713,19.313999,25.309668,0.8739,1.3673,7.74,192.846161,1257.11,24.719999,1063.234113,19.6977,178.009995
2014-01-28,18.089287,19.7215,25.453173,0.8779,1.3671,7.75,195.846161,1256.83,24.9,1064.230926,19.5857,179.070007
2014-01-29,17.883928,19.209999,25.158609,0.8739,1.3663,7.76,194.538467,1267.34,24.68,1067.18917,19.7575,177.350006
2014-01-30,17.849285,20.150499,25.188822,0.8794,1.3555,7.76,196.153839,1243.78,24.74,1066.142158,19.1608,179.229996
2014-01-31,17.878571,17.9345,25.166162,0.8756,1.3486,7.77,193.307693,1244.55,24.540001,1067.161353,19.1905,178.179993
2014-02-03,17.911785,17.307501,24.13142,0.8753,1.3525,7.79,187.307693,1257.65,23.950001,1070.95576,19.3397,174.169998
2014-02-04,18.17107,17.397499,24.509064,0.8925,1.3519,7.78,189.0,1254.65,23.82,1068.884649,19.4966,175.389999
2014-02-05,18.306786,17.3225,24.229607,0.891,1.3533,7.77,188.615387,1257.92,23.52,1066.802467,19.8919,175.169998
2014-02-06,18.303928,17.7295,24.169184,0.8959,1.359,7.77,191.92308,1258.2,23.99,1065.808489,19.9701,177.479996
2014-02-07,18.559999,18.054001,24.395769,0.8959,1.3635,7.78,193.769226,1267.27,24.209999,1067.827157,20.0241,179.679993
2014-02-10,18.8925,18.043501,24.501511,0.8949,1.3646,7.79,192.692307,1274.78,24.290001,1067.862456,20.0754,180.009995
2014-02-11,19.14143,18.0895,24.886707,0.9038,1.3638,7.77,195.615387,1291.36,24.469999,1065.979178,20.2373,181.979996
2014-02-12,19.139999,17.4625,24.879154,0.9027,1.3593,7.76,195.307693,1291.15,24.549999,1063.736007,20.2414,182.070007
2014-02-13,19.44393,17.860001,25.294561,0.8979,1.3681,7.78,195.692307,1302.92,24.700001,1066.276835,20.494,183.009995
2014-02-14,19.428213,17.8675,25.037764,0.9034,1.3693,7.78,198.0,1318.66,24.76,1065.370815,21.507,184.020004
2014-02-18,19.499643,17.682501,24.788521,0.9027,1.3759,7.79,197.307693,1322.02,24.76,1067.120425,21.9348,184.240005
2014-02-19,19.191786,17.368999,24.811178,0.9,1.3733,7.78,195.384613,1311.6,24.5,1065.807822,21.5295,183.020004
2014-02-20,18.969643,17.49,25.060423,0.9007,1.3719,7.78,193.230774,1322.97,24.74,1064.518804,21.8232,184.100006
2014-02-21,18.758928,17.337999,24.773415,0.8977,1.3746,7.78,191.846161,1324.25,24.42,1065.570766,21.7938,183.889999
2014-02-24,18.84107,17.589001,24.52417,0.9035,1.3735,7.78,194.538467,1336.97,24.629999,1065.060269,21.9741,184.910004
2014-02-25,18.645,17.916,24.297583,0.9019,1.3745,7.8,194.384613,1340.5,24.620001,1067.685347,21.8601,184.839996
2014-02-26,18.476786,17.99,24.169184,0.8968,1.3687,7.81,194.615387,1330.64,24.799999,1069.026631,21.2408,184.850006
2014-02-27,18.845358,18.0065,24.342899,0.8965,1.371,7.82,196.153839,1331.29,24.76,1070.599706,21.273,185.820007
2014-02-28,18.794287,18.105,24.116314,0.8924,1.3802,7.82,195.92308,1326.39,24.76,1069.961016,21.2275,186.289993
2014-03-03,18.848572,17.989,24.063444,0.8938,1.3735,7.83,193.230774,1350.61,24.5,1071.875855,21.427,184.979996
2014-03-04,18.972857,18.195,24.282476,0.895,1.3743,7.81,197.307693,1334.47,24.610001,1068.074872,21.1749,187.580002
2014-03-05,19.012857,18.6185,24.267372,0.8985,1.3733,7.81,199.461533,1336.86,24.5,1067.825444,21.1685,187.75
2014-03-06,18.955357,18.608,24.425982,0.909,1.3861,7.8,201.692307,1350.82,24.629999,1065.85327,21.4729,188.179993
2014-03-07,18.944286,18.603001,24.57704,0.9068,1.3875,7.78,201.0,1339.98,24.639999,1063.081254,20.9444,188.259995
2014-03-10,18.96143,18.526501,24.55438,0.902,1.3877,7.78,200.307693,1339.72,24.84,1063.395077,20.8171,188.160004
2014-03-11,19.14607,18.441,24.342899,0.8977,1.386,7.78,199.230774,1349.01,24.73,1063.847948,20.8465,187.229996
2014-03-12,19.164642,18.532,24.456194,0.8988,1.3903,7.79,198.153839,1366.84,24.76,1065.367387,21.3029,187.279999
2014-03-13,18.951786,18.5755,24.433535,0.9031,1.3868,7.81,194.92308,1370.28,24.57,1068.671718,21.1816,185.179993
2014-03-14,18.73893,18.687,24.539274,0.9028,1.3914,7.81,193.153839,1382.92,24.5,1068.335367,21.4089,184.660004
2014-03-17,18.812143,18.752001,24.841391,0.9087,1.3922,7.79,195.615387,1367.07,24.700001,1065.901326,21.1887,186.330002
2014-03-18,18.978571,18.938499,24.909367,0.9127,1.3934,7.8,197.307693,1355.78,24.82,1066.85171,20.83,187.660004
2014-03-19,18.973572,18.661501,24.89426,0.9042,1.3833,7.77,194.461533,1329.59,25.02,1062.164934,20.6163,186.660004
2014-03-20,18.882143,18.4485,25.747734,0.9039,1.3779,7.77,194.384613,1327.77,25.43,1061.661625,20.2581,187.75
2014-03-21,19.031071,18.031,25.906343,0.9081,1.3794,7.78,195.384613,1334.69,25.17,1063.37664,20.3305,186.199997
2014-03-24,19.256786,17.592501,26.027189,0.9133,1.3839,7.78,195.461533,1308.76,25.120001,1063.909819,19.9489,185.429993
2014-03-25,19.463928,17.7355,26.223564,0.9166,1.3826,7.78,197.692307,1311.17,25.459999,1064.089635,19.9849,186.309998
2014-03-26,19.277857,17.1705,26.140484,0.9226,1.3781,7.8,197.07692,1304.48,25.379999,1066.046663,19.7676,184.970001
2014-03-27,19.195,16.9235,26.404835,0.9259,1.374,7.8,198.538467,1291.31,25.309999,1067.192745,19.7075,184.580002
2014-03-28,19.173571,16.914499,26.487915,0.9247,1.3752,7.79,199.07692,1295.23,25.620001,1065.39261,19.8435,185.490005
2014-03-31,19.169287,16.818501,26.487915,0.9264,1.3769,7.79,199.153839,1284.01,25.809999,1064.975995,19.7745,187.009995
2014-04-01,19.344643,17.1495,26.503021,0.9247,1.3793,7.79,199.0,1278.95,25.99,1063.680015,19.7649,188.25
2014-04-02,19.376785,17.098,26.714502,0.9248,1.3767,7.77,200.307693,1289.9,25.889999,1061.40091,19.981,188.880005
2014-04-03,19.2425,16.681,26.910875,0.9232,1.372,7.78,201.769226,1286.7,26.41,1062.31536,19.8498,188.630005
2014-04-04,18.99357,16.15,26.850452,0.9292,1.3705,7.8,200.153839,1303.5,26.16,1065.710645,19.9635,186.399994
2014-04-07,18.695356,15.888,26.805136,0.927,1.3742,7.82,198.846161,1297.28,26.49,1067.532064,19.8756,184.339996
2014-04-08,18.694286,16.3535,26.638973,0.936,1.3797,7.82,198.07692,1308.66,26.91,1068.092505,20.0431,185.100006
2014-04-09,18.940001,16.5905,26.374622,0.9391,1.3855,7.82,199.615387,1311.8,26.98,1068.39262,19.8848,187.089996
2014-04-10,18.695715,15.8555,26.525681,0.9413,1.3886,7.84,196.769226,1318.95,26.43,1071.6521,20.0495,183.160004
2014-04-11,18.557501,15.5865,26.586103,0.9397,1.3885,7.85,195.615387,1318.42,26.18,1071.934247,19.9973,181.509995
2014-04-14,18.63143,15.7955,26.706949,0.9424,1.3821,7.84,197.769226,1327.99,26.559999,1070.806318,19.991,182.940002
2014-04-15,18.498571,15.804,26.948641,0.9362,1.3815,7.84,198.615387,1302.64,26.77,1071.036462,19.6222,184.199997
2014-04-16,18.536072,16.184,27.265862,0.9371,1.3816,7.84,200.92308,1302.53,26.93,1070.417308,19.6716,186.130005
2014-04-17,18.747856,16.245501,27.220545,0.933,1.3814,7.81,204.307693,1295.12,27.040001,1066.887134,19.642,186.389999
2014-04-21,18.970358,16.543501,27.235649,0.9328,1.3793,7.81,204.538467,1289.77,26.950001,1066.719172,19.4504,187.039993
2014-04-22,18.989286,16.466,27.409367,0.9367,1.3805,7.81,204.461533,1283.81,26.84,1066.822639,19.4236,187.889999
2014-04-23,18.741072,16.229,26.374622,0.9291,1.3817,7.83,203.230774,1283.91,26.75,1068.894884,19.4578,187.449997
2014-04-24,20.2775,16.8575,26.057402,0.9264,1.3831,7.83,203.538467,1293.36,26.75,1068.969107,19.6662,187.830002
2014-04-25,20.42643,15.1915,26.049849,0.9281,1.3834,7.83,204.615387,1303.25,26.26,1069.955274,19.7361,186.289993
2014-04-28,21.217501,14.829,26.495468,0.9258,1.3851,7.83,206.0,1296.74,26.33,1069.481015,19.598,186.880005
2014-04-29,21.154642,15.019,26.752266,0.9268,1.3812,7.83,205.846161,1295.92,26.48,1068.3375,19.4631,187.75
2014-04-30,21.074642,15.2065,26.963745,0.9287,1.3867,7.84,206.846161,1291.6,26.690001,1070.782987,19.2008,188.309998
2014-05-01,21.124287,15.3945,26.873112,0.9274,1.387,7.86,205.92308,1284.31,26.450001,1073.037391,19.038,188.330002
2014-05-02,21.16357,15.4005,26.910875,0.9277,1.3869,7.86,205.230774,1299.7,26.41,1073.456918,19.4915,188.059998
2014-05-05,21.462856,15.5025,27.009064,0.9274,1.3875,7.86,204.461533,1310.28,26.17,1072.503718,19.6142,188.419998
2014-05-06,21.22893,14.869,26.805136,0.9351,1.3928,7.87,201.461533,1308.05,26.200001,1073.453664,19.5916,186.779999
2014-05-07,21.154642,14.6355,27.009064,0.9327,1.391,7.87,204.07692,1289.88,26.370001,1074.068919,19.3205,187.880005
2014-05-08,20.999643,14.416,27.492447,0.9375,1.384,7.88,203.384613,1289.43,26.34,1074.511037,19.19,187.679993
2014-05-09,20.912144,14.612,27.522659,0.9362,1.3758,7.87,203.230774,1288.91,26.299999,1072.993277,19.1696,187.960007
2014-05-12,21.172501,15.143,27.620846,0.9362,1.3757,7.86,206.538467,1295.8,26.370001,1071.57966,19.5424,189.789993
2014-05-13,21.205713,15.232,27.341391,0.936,1.3704,7.87,207.07692,1293.63,26.450001,1073.237721,19.54,189.960007
2014-05-14,21.209642,14.881,27.484894,0.9378,1.3715,7.9,205.846161,1305.97,26.33,1077.003992,19.7929,189.059998
2014-05-15,21.029285,14.7595,27.583082,0.9356,1.371,7.91,204.615387,1296.22,26.01,1078.26329,19.5052,187.399994
2014-05-16,21.339643,14.885,27.749245,0.936,1.3694,7.9,205.153839,1293.52,25.82,1077.103075,19.3716,188.050003
2014-05-19,21.592501,14.838,27.477341,0.933,1.3709,7.9,204.692307,1292.97,26.040001,1076.357816,19.3619,188.740005
2014-05-20,21.596786,15.0595,26.812689,0.9243,1.3702,7.91,202.307693,1294.37,26.040001,1077.743289,19.4218,187.550003
2014-05-21,21.653929,15.2505,26.638973,0.9251,1.3687,7.9,203.769226,1292.04,26.200001,1076.41661,19.4063,189.130005
2014-05-22,21.688213,15.2455,26.722054,0.9226,1.3656,7.89,203.92308,1294.1,26.15,1075.441436,19.5063,189.589996
2014-05-23,21.933214,15.612,26.676737,0.9231,1.3629,7.9,203.92308,1292.61,26.290001,1076.388947,19.4584,190.350006
2014-05-27,22.343929,15.541,26.593657,0.9259,1.3635,7.9,204.384613,1264.95,26.709999,1077.577878,19.0772,191.520004
2014-05-28,22.286072,15.508,26.691843,0.9236,1.3591,7.93,205.07692,1258.14,26.879999,1081.396102,19.034,191.380005
2014-05-29,22.692142,15.689,26.729607,0.9307,1.3602,7.92,205.692307,1255.56,26.959999,1080.276856,19.0383,192.369995
2014-05-30,22.607143,15.6275,26.79003,0.931,1.3635,7.92,206.07692,1249.68,27.32,1079.767673,18.8199,192.679993
2014-06-02,22.451786,15.442,26.767372,0.9246,1.3597,7.9,206.384613,1243.93,27.26,1076.169939,18.761,192.899994
2014-06-03,22.769285,15.3595,26.586103,0.9266,1.3628,7.88,206.07692,1244.95,27.66,1073.355322,18.8125,192.800003
2014-06-04,23.029285,15.339,26.472811,0.9277,1.3599,7.88,204.230774,1243.94,27.6,1072.870268,18.8231,193.190002
2014-06-05,23.119642,16.178499,26.510574,0.934,1.366,7.89,205.92308,1253.63,27.66,1074.092867,19.0478,194.449997
2014-06-06,23.05607,16.4835,26.450151,0.9333,1.3643,7.89,209.07692,1253.23,28.17,1073.464091,19.028,195.380005
2014-06-09,23.424999,16.375,26.442598,0.9356,1.3594,7.88,211.07692,1252.34,27.91,1072.686031,19.0709,195.580002
2014-06-10,23.5625,16.620501,26.389729,0.9373,1.3547,7.88,210.846161,1259.9,28.24,1071.396701,19.1952,195.600006
2014-06-11,23.465,16.76,26.29154,0.9383,1.3532,7.88,208.846161,1261.07,27.93,1071.308635,19.2044,194.919998
2014-06-12,23.0725,16.2955,26.306646,0.9426,1.3552,7.89,207.384613,1273.46,27.959999,1073.857633,19.5323,193.539993
2014-06-13,22.82,16.313499,26.457705,0.9402,1.354,7.88,208.0,1276.96,29.870001,1072.740951,19.6918,194.130005
2014-06-16,23.049999,16.381001,26.419941,0.9401,1.3574,7.88,206.307693,1272.0,30.01,1073.204055,19.6679,194.289993
2014-06-17,23.02,16.281,26.450151,0.9337,1.3547,7.86,206.692307,1270.58,29.950001,1070.250044,19.7453,194.830002
2014-06-18,23.045,16.719,26.586103,0.9408,1.3595,7.88,206.846161,1277.71,29.93,1072.011014,19.8905,196.259995
2014-06-19,22.965,16.35,26.706949,0.9398,1.3608,7.88,207.153839,1320.39,30.09,1072.267279,20.8,196.479996
2014-06-20,22.727501,16.209999,26.729607,0.9388,1.36,7.88,207.461533,1314.82,30.200001,1072.3742,20.8711,195.940002
2014-06-23,22.7075,16.362,26.729607,0.9422,1.3605,7.88,205.230774,1317.52,30.23,1072.498289,20.8816,195.880005
2014-06-24,22.57,16.208,26.654079,0.9368,1.3606,7.89,204.461533,1318.29,30.5,1073.879105,20.923,194.699997
2014-06-25,22.59,16.372,26.63142,0.9408,1.3629,7.9,203.230774,1319.18,30.879999,1075.133275,21.0342,195.580002
2014-06-26,22.725,16.2845,26.63142,0.9414,1.3612,7.91,202.230774,1316.58,30.780001,1076.76572,21.1073,195.440002
2014-06-27,22.995001,16.2285,26.744713,0.9427,1.3649,7.91,203.307693,1316.17,30.93,1076.223621,20.9679,195.820007
2014-06-30,23.2325,16.239,26.706949,0.9433,1.3692,7.91,202.153839,1327.33,30.9,1077.126999,21.0332,195.720001
2014-07-01,23.379999,16.619499,26.797583,0.9497,1.3679,7.9,203.07692,1326.46,30.98,1074.583552,21.0362,197.029999
2014-07-02,23.370001,16.6425,26.941088,0.9443,1.366,7.88,204.692307,1326.86,30.98,1071.364204,21.161,197.229996
2014-07-03,23.5075,16.8745,27.069487,0.9347,1.361,7.87,206.615387,1319.53,31.139999,1069.974593,21.1396,198.199997
2014-07-07,23.9925,16.6775,27.205439,0.9373,1.3605,7.88,205.769226,1319.94,31.030001,1071.250855,21.0519,197.509995
2014-07-08,23.8375,16.1905,26.858006,0.9399,1.3612,7.89,202.846161,1319.24,30.790001,1073.352064,21.0406,196.240005
2014-07-09,23.8475,16.498501,26.925982,0.9414,1.3642,7.89,202.461533,1327.83,30.889999,1074.168995,21.1257,197.119995
2014-07-10,23.76,16.396,26.963745,0.9395,1.3609,7.89,201.538467,1335.75,31.26,1074.613234,21.4019,196.339996
2014-07-11,23.805,17.309999,27.009064,0.9392,1.3608,7.9,204.230774,1338.7,31.25,1075.338049,21.4483,196.610001
